Num. Ens/ Num. Inventari,Província,Municipi,Via,Num. via,Departament-Assig./Adscrip.,Espai,Tipus d'ús,area_value,Ref. Cadastral
2835,Lleida,Alt Àneu (),"Baleran, Moredo i d'Altres",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1099 - Forest Baleran, Moredo i d'Altres",Forest,0;0;0;0;46708678, 25299A002010010000HZ
2835,Lleida,Alt Àneu (),"Baleran, Moredo i d'Altres",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1099 - Forest Baleran, Moredo i d'Altres",Forest,0;0;0;0;46708678, 25299A002012720000HL
2835,Lleida,Alt Àneu (),"Baleran, Moredo i d'Altres",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1099 - Forest Baleran, Moredo i d'Altres",Forest,0;0;0;0;46708678, 25299A001007390000HF
2835,Lleida,Alt Àneu (),"Baleran, Moredo i d'Altres",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1099 - Forest Baleran, Moredo i d'Altres",Forest,0;0;0;0;46708678, 25299A002009740000HF
2835,Lleida,Alt Àneu (),"Baleran, Moredo i d'Altres",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1099 - Forest Baleran, Moredo i d'Altres",Forest,0;0;0;0;46708678, 25299A001002110000HE
2835,Lleida,Alt Àneu (),"Baleran, Moredo i d'Altres",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1099 - Forest Baleran, Moredo i d'Altres",Forest,0;0;0;0;46708678, 25299A002009760000HO
2835,Lleida,Alt Àneu (),"Baleran, Moredo i d'Altres",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1099 - Forest Baleran, Moredo i d'Altres",Forest,0;0;0;0;46708678, 25299A002009730000HT
2835,Lleida,Alt Àneu (),"Baleran, Moredo i d'Altres",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1099 - Forest Baleran, Moredo i d'Altres",Forest,0;0;0;0;46708678, 25299A001002060000HI
2835,Lleida,Alt Àneu (),"Baleran, Moredo i d'Altres",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1099 - Forest Baleran, Moredo i d'Altres",Forest,0;0;0;0;46708678, 25299A001002030000HR Polígon 1 parcel·la 203
2835,Lleida,Alt Àneu (),"Baleran, Moredo i d'Altres",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1099 - Forest Baleran, Moredo i d'Altres",Forest,0;0;0;0;46708678, 25299A001002080000HE
2835,Lleida,Alt Àneu (),"Baleran, Moredo i d'Altres",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1099 - Forest Baleran, Moredo i d'Altres",Forest,0;0;0;0;46708678, 25299A001002090000HS
2835,Lleida,Alt Àneu (),"Baleran, Moredo i d'Altres",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1099 - Forest Baleran, Moredo i d'Altres",Forest,0;0;0;0;46708678, 25299A001002130000HZ
2835,Lleida,Alt Àneu (),"Baleran, Moredo i d'Altres",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1099 - Forest Baleran, Moredo i d'Altres",Forest,0;0;0;0;46708678, 25299A001007440000HO
2835,Lleida,Alt Àneu (),"Baleran, Moredo i d'Altres",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1099 - Forest Baleran, Moredo i d'Altres",Forest,0;0;0;0;46708678, 25299A001005560000HD
2835,Lleida,Alt Àneu (),"Baleran, Moredo i d'Altres",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1099 - Forest Baleran, Moredo i d'Altres",Forest,0;0;0;0;46708678, 25299A001002070000HJ
2835,Lleida,Alt Àneu (),"Baleran, Moredo i d'Altres",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1099 - Forest Baleran, Moredo i d'Altres",Forest,0;0;0;0;46708678, 25299A001002050000HX
2835,Lleida,Alt Àneu (),"Baleran, Moredo i d'Altres",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1099 - Forest Baleran, Moredo i d'Altres",Forest,0;0;0;0;46708678, 25299A001002120000HS Polígon 1 Parcel·la 212
2835,Lleida,Alt Àneu (),"Baleran, Moredo i d'Altres",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1099 - Forest Baleran, Moredo i d'Altres",Forest,0;0;0;0;46708678, 25299A002012730000HT
2835,Lleida,Alt Àneu (),"Baleran, Moredo i d'Altres",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1099 - Forest Baleran, Moredo i d'Altres",Forest,0;0;0;0;46708678, 25299A002009770000HK
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000,25299A008010180000HU
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008010290000HP
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008012410000HE
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008010470000HE
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008012430000HZ
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008010350000HF
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008010320000HP
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008012420000HS
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008012290000HK
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008010210000HU
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008010510000HS
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008010490000HZ
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008010810000HJ
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008010500000HE
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008010220000HH
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008010060000HK
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008010520000HZ
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008010590000HG
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008010170000HZ
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008012440000HU
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008012460000HW
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008012390000HS
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008010480000HS
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008010190000HH
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008012400000HJ
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008012450000HH
2836,Lleida,Alt Àneu (),Bosc de Son,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1105 - Bosc de Son,Forest,0;0;0;0;21640000, 25299A008010200000HZ
2837,Lleida,Alt Àneu (),Mata de Valencia,,"--Departament de Territori i Sostenibilitat (Assignació) ; --Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ; --Direcció General del Patrimoni de la Generalitat de Catalunya (Assignació) ;","Forest número L-1107 de l'elenc - anomenada ""La Mata de València""",Forest,0;0;0;0;13734620,Pol7Par760000HW
2838,Tarragona,L'Ametlla de Mar (),Maleses i Garrigues,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1012 - LL Maleses i Garrigues,Forest,0;0;0;0;0,43013A025001120000HW
2839,Tarragona,Amposta (),Riberes de l'Encanyissada,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1041 - LL Riberes de l'Encanyissada,Forest,0;0;0;0;0,pol15par68
2840,Girona,Argelaguer (),Riberes del Fluvià,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1014,Forest,0;0;0;0;632785,17010A006090090000WO  Polígon 6 parcel.la 9009
2840,Girona,Argelaguer (),Riberes del Fluvià,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1014,Forest,0;0;0;0;632785, 17010A003090010000WU Polígon 3 parcel.la 9001
2840,Girona,Argelaguer (),Riberes del Fluvià,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1014,Forest,0;0;0;0;632785, 17010A004090110000WH Polígon 4 parcel.la 9011
2840,Girona,Argelaguer (),Riberes del Fluvià,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1014,Forest,0;0;0;0;632785, 17010A006090080000WM Polígon 6 parcel.la 9008
2840,Girona,Argelaguer (),Riberes del Fluvià,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1014,Forest,0;0;0;0;632785, 17010A006090030000WQ  Polígon 6 parcel.la 9003
2840,Girona,Argelaguer (),Riberes del Fluvià,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1014,Forest,0;0;0;0;632785, 17010A004090140000WB  Polígon 4 parcel.la 9014
2840,Girona,Argelaguer (),Riberes del Fluvià,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1014,Forest,0;0;0;0;632785, 17010A005090010000WF    Polígon 5 parcel.la 9001
2842,Girona,L'Armentera (),Ribes Fluvia,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1016 - Paratge Les Trencades - Riberes del Fluvià - CUP 82,Forest,0;0;0;0;88160,17011A001000140000YX  Polígon 1 Parcel·la 14
2843,Lleida,Les Avellanes i Santa Linya (),Mont-roig i Tilen,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1079 - Forest Mont-roig i Tilen,Forest,0;0;0;0;9300450,25045A010000710000BE
2843,Lleida,Les Avellanes i Santa Linya (),Mont-roig i Tilen,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1079 - Forest Mont-roig i Tilen,Forest,0;0;0;0;9300450, 25045A011002310000BR
2843,Lleida,Les Avellanes i Santa Linya (),Mont-roig i Tilen,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1079 - Forest Mont-roig i Tilen,Forest,0;0;0;0;9300450, 25045A011002150000BY
2843,Lleida,Les Avellanes i Santa Linya (),Mont-roig i Tilen,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1079 - Forest Mont-roig i Tilen,Forest,0;0;0;0;9300450, 25045A011002130000BA
2843,Lleida,Les Avellanes i Santa Linya (),Mont-roig i Tilen,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1079 - Forest Mont-roig i Tilen,Forest,0;0;0;0;9300450, 25045A011002140000BB
2843,Lleida,Les Avellanes i Santa Linya (),Mont-roig i Tilen,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1079 - Forest Mont-roig i Tilen,Forest,0;0;0;0;9300450, 25045A011002300000BK
2845,Lleida,Baix Pallars (),Camps i Obaga,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1023 - Forest Camps i Obaga,Forest,0;0;0;0;2710000,
2846,Lleida,Baix Pallars (),Bagastell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1032 - Forest Bagastell,Forest,0;0;0;0;1638000,25126A007000490000EQ
2846,Lleida,Baix Pallars (),Bagastell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1032 - Forest Bagastell,Forest,0;0;0;0;1638000, 25126A007000460000EB
2846,Lleida,Baix Pallars (),Bagastell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1032 - Forest Bagastell,Forest,0;0;0;0;1638000, 25126A007001120000EY
2846,Lleida,Baix Pallars (),Bagastell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1032 - Forest Bagastell,Forest,0;0;0;0;1638000, 25126A007000380000EZ
2846,Lleida,Baix Pallars (),Bagastell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1032 - Forest Bagastell,Forest,0;0;0;0;1638000, 25126A007000470000EY
2846,Lleida,Baix Pallars (),Bagastell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1032 - Forest Bagastell,Forest,0;0;0;0;1638000, 25126A007000260000EO
2846,Lleida,Baix Pallars (),Bagastell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1032 - Forest Bagastell,Forest,0;0;0;0;1638000, 25126A006002290000EY
2846,Lleida,Baix Pallars (),Bagastell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1032 - Forest Bagastell,Forest,0;0;0;0;1638000, 25126A006000550000ED
2846,Lleida,Baix Pallars (),Bagastell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1032 - Forest Bagastell,Forest,0;0;0;0;1638000, 25126A007000450000EA
2846,Lleida,Baix Pallars (),Bagastell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1032 - Forest Bagastell,Forest,0;0;0;0;1638000, 25126A007001200000ET
2846,Lleida,Baix Pallars (),Bagastell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1032 - Forest Bagastell,Forest,0;0;0;0;1638000, 25126A007000340000EI
2846,Lleida,Baix Pallars (),Bagastell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1032 - Forest Bagastell,Forest,0;0;0;0;1638000, 25126A007000480000EG
2847,Lleida,Baix Pallars (),Solà de Solduga,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1033 - Forest Solà de Solduga,Forest,0;0;0;0;5772530,
2848,Lleida,Baix Pallars (),Sola de les Costes,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1034 - Forest Sola de les Costes,Forest,0;0;0;0;3522500,
2849,Lleida,Baix Pallars (),Pentina,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1037 - Forest Pentina,Forest,0;0;0;0;4158689,
2850,Lleida,Baix Pallars (),"Cuberes, Prat",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1039 - Cuberes-Prat,Forest,0;0;0;0;6364150,
2851,Lleida,Baix Pallars (),Obaga de Peramea,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1041 - Forest Obaga de Peramea,Forest,0;0;0;0;791700,
2852,Lleida,Baix Pallars (),Muntanya de Peramea,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1042 - Forest Muntanya de Peramea,Forest,0;0;0;0;5405564,25126A009000640000EB
2852,Lleida,Baix Pallars (),Muntanya de Peramea,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1042 - Forest Muntanya de Peramea,Forest,0;0;0;0;5405564, 25126A009000220000EE
2852,Lleida,Baix Pallars (),Muntanya de Peramea,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1042 - Forest Muntanya de Peramea,Forest,0;0;0;0;5405564, 25126A009000180000EJ
2852,Lleida,Baix Pallars (),Muntanya de Peramea,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1042 - Forest Muntanya de Peramea,Forest,0;0;0;0;5405564, 25126A013001690000EG
2852,Lleida,Baix Pallars (),Muntanya de Peramea,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1042 - Forest Muntanya de Peramea,Forest,0;0;0;0;5405564, 25126A013002370000EL
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033,25206A001003520000TG
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25206A001003620000TO
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25206A001002630000TF
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25206A001002670000TR
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25206A007000020000TI
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25206A007003290000TW
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25051A003000410000OU
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25053A002001930000JU
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25206A001002710000TD
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25206A001002620000TT
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25053A001002130000JZ
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25053A001002230000JG
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25206A001002690000TX
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25053A001002330000JO
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25053A001002240000JQ
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25053A001002140000JU
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25206A001002720000TX
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25206A001002650000TO
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25053A001002210000JB
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25051A003000400000OZ
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25206A001002730000TI
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25206A001003610000TM
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25206A001002660000TK
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25053A002002010000JQ
2854,Lleida,La Baronia de Rialb (),"Casa Sant Marc, Mas Baró, Mas Comella",,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;","Elenc 1106 - Forest Sant March, Sant Comelles, Mas Baró i Ampurdanés",Forest,56;56;0;56;7756033, 25053A001002100000JJ
