Num. Ens/ Num. Inventari,area_value,area_type,units,area_id
4331,0,Sup. const. sota rasant,m2,7814
4331,4081,Sup. const. total,m2,7815
4331,0,Sup. del terreny,m2,7816
4332,2235,Sup. const. sobre rasant,m2,7817
4332,0,Sup. const. sota rasant,m2,7818
4332,2235,Sup. const. total,m2,7819
4332,0,Sup. del terreny,m2,7820
4334,3414.19,Sup. const. sobre rasant,m2,7821
4334,0,Sup. const. sota rasant,m2,7822
4334,3414.19,Sup. const. total,m2,7823
4334,0,Sup. del terreny,m2,7824
4335,1050.52,Sup. const. sobre rasant,m2,7825
4335,0,Sup. const. sota rasant,m2,7826
4335,1050.52,Sup. const. total,m2,7827
4335,0,Sup. del terreny,m2,7828
4336,2363.67,Sup. const. sobre rasant,m2,7829
4336,0,Sup. const. sota rasant,m2,7830
4336,2363.67,Sup. const. total,m2,7831
4336,0,Sup. del terreny,m2,7832
4338,5366.9,Sup. const. sobre rasant,m2,7833
4338,0,Sup. const. sota rasant,m2,7834
4338,5366.9,Sup. const. total,m2,7835
4338,0,Sup. del terreny,m2,7836
4339,1313.15,Sup. const. sobre rasant,m2,7837
4339,0,Sup. const. sota rasant,m2,7838
4339,1313.15,Sup. const. total,m2,7839
4339,0,Sup. del terreny,m2,7840
4340,2363.67,Sup. const. sobre rasant,m2,7841
4340,0,Sup. const. sota rasant,m2,7842
4340,2363.67,Sup. const. total,m2,7843
4340,0,Sup. del terreny,m2,7844
4341,2363.67,Sup. const. sobre rasant,m2,7845
4341,0,Sup. const. sota rasant,m2,7846
4341,2363.67,Sup. const. total,m2,7847
4341,0,Sup. del terreny,m2,7848
4342,2363.67,Sup. const. sobre rasant,m2,7849
4342,0,Sup. const. sota rasant,m2,7850
4342,2363.67,Sup. const. total,m2,7851
4342,0,Sup. del terreny,m2,7852
4343,3939.45,Sup. const. sobre rasant,m2,7853
4343,0,Sup. const. sota rasant,m2,7854
4343,3939.45,Sup. const. total,m2,7855
4343,0,Sup. del terreny,m2,7856
4344,1575.78,Sup. const. sobre rasant,m2,7857
4344,0,Sup. const. sota rasant,m2,7858
4344,1575.78,Sup. const. total,m2,7859
4344,0,Sup. del terreny,m2,7860
4345,787.89,Sup. const. sobre rasant,m2,7861
4345,0,Sup. const. sota rasant,m2,7862
4345,787.89,Sup. const. total,m2,7863
4345,0,Sup. del terreny,m2,7864
4346,3339,Sup. const. sobre rasant,m2,7865
4346,0,Sup. const. sota rasant,m2,7866
4346,3339,Sup. const. total,m2,7867
4346,10202.82,Sup. del terreny,m2,7868
4347,787.89,Sup. const. sobre rasant,m2,7869
4347,0,Sup. const. sota rasant,m2,7870
4347,787.89,Sup. const. total,m2,7871
4347,0,Sup. del terreny,m2,7872
4348,262.63,Sup. const. sobre rasant,m2,7873
4348,0,Sup. const. sota rasant,m2,7874
4348,262.63,Sup. const. total,m2,7875
4348,0,Sup. del terreny,m2,7876
4349,1838.41,Sup. const. sobre rasant,m2,7877
4349,0,Sup. const. sota rasant,m2,7878
4349,1838.41,Sup. const. total,m2,7879
4349,0,Sup. del terreny,m2,7880
4350,4452,Sup. const. sobre rasant,m2,7881
4350,0,Sup. const. sota rasant,m2,7882
4350,4452,Sup. const. total,m2,7883
4350,0,Sup. del terreny,m2,7884
4351,4081,Sup. const. sobre rasant,m2,7885
4351,0,Sup. const. sota rasant,m2,7886
4351,4081,Sup. const. total,m2,7887
4351,0,Sup. del terreny,m2,7888
4352,4452,Sup. const. sobre rasant,m2,7889
4352,0,Sup. const. sota rasant,m2,7890
4352,4452,Sup. const. total,m2,7891
4352,0,Sup. del terreny,m2,7892
4353,4081,Sup. const. sobre rasant,m2,7893
4353,0,Sup. const. sota rasant,m2,7894
4353,4081,Sup. const. total,m2,7895
4353,0,Sup. del terreny,m2,7896
4354,3710,Sup. const. sobre rasant,m2,7897
4354,0,Sup. const. sota rasant,m2,7898
4354,3710,Sup. const. total,m2,7899
4354,0,Sup. del terreny,m2,7900
4355,787.89,Sup. const. sobre rasant,m2,7901
4355,0,Sup. const. sota rasant,m2,7902
4355,787.89,Sup. const. total,m2,7903
4355,0,Sup. del terreny,m2,7904
4356,1313.15,Sup. const. sobre rasant,m2,7905
4356,0,Sup. const. sota rasant,m2,7906
4356,1313.15,Sup. const. total,m2,7907
4356,0,Sup. del terreny,m2,7908
4357,525.26,Sup. const. sobre rasant,m2,7909
4357,0,Sup. const. sota rasant,m2,7910
4357,525.26,Sup. const. total,m2,7911
4357,0,Sup. del terreny,m2,7912
4358,1575.78,Sup. const. sobre rasant,m2,7913
4358,0,Sup. const. sota rasant,m2,7914
4358,1575.78,Sup. const. total,m2,7915
4358,0,Sup. del terreny,m2,7916
4359,2626.31,Sup. const. sobre rasant,m2,7917
4359,0,Sup. const. sota rasant,m2,7918
4359,2626.31,Sup. const. total,m2,7919
4359,0,Sup. del terreny,m2,7920
4360,4452,Sup. const. sobre rasant,m2,7921
4360,0,Sup. const. sota rasant,m2,7922
4360,4452,Sup. const. total,m2,7923
4360,0,Sup. del terreny,m2,7924
4361,3339,Sup. const. sobre rasant,m2,7925
4361,0,Sup. const. sota rasant,m2,7926
4361,3339,Sup. const. total,m2,7927
4361,0,Sup. del terreny,m2,7928
4362,3151.56,Sup. const. sobre rasant,m2,7929
4362,0,Sup. const. sota rasant,m2,7930
4362,3151.56,Sup. const. total,m2,7931
4362,0,Sup. del terreny,m2,7932
4363,3151.56,Sup. const. sobre rasant,m2,7933
4363,0,Sup. const. sota rasant,m2,7934
4363,3151.56,Sup. const. total,m2,7935
4363,0,Sup. del terreny,m2,7936
4364,5008.5,Sup. const. sobre rasant,m2,7937
4364,0,Sup. const. sota rasant,m2,7938
4364,5008.5,Sup. const. total,m2,7939
4364,0,Sup. del terreny,m2,7940
4365,4374,Sup. const. sobre rasant,m2,7941
4365,0,Sup. const. sota rasant,m2,7942
4365,4374,Sup. const. total,m2,7943
4365,0,Sup. del terreny,m2,7944
4366,2626.31,Sup. const. sobre rasant,m2,7945
4366,0,Sup. const. sota rasant,m2,7946
4366,2626.31,Sup. const. total,m2,7947
4366,0,Sup. del terreny,m2,7948
4367,3151.56,Sup. const. sobre rasant,m2,7949
4367,0,Sup. const. sota rasant,m2,7950
4367,3151.56,Sup. const. total,m2,7951
4367,0,Sup. del terreny,m2,7952
4368,1575.78,Sup. const. sobre rasant,m2,7953
4368,0,Sup. const. sota rasant,m2,7954
4368,1575.78,Sup. const. total,m2,7955
4368,0,Sup. del terreny,m2,7956
4369,1313.15,Sup. const. sobre rasant,m2,7957
4369,0,Sup. const. sota rasant,m2,7958
4369,1313.15,Sup. const. total,m2,7959
4369,0,Sup. del terreny,m2,7960
4370,2363.67,Sup. const. sobre rasant,m2,7961
4370,0,Sup. const. sota rasant,m2,7962
4370,2363.67,Sup. const. total,m2,7963
4370,0,Sup. del terreny,m2,7964
4371,262.63,Sup. const. sobre rasant,m2,7965
4371,0,Sup. const. sota rasant,m2,7966
4371,262.63,Sup. const. total,m2,7967
4371,0,Sup. del terreny,m2,7968
4372,3676.82,Sup. const. sobre rasant,m2,7969
4372,0,Sup. const. sota rasant,m2,7970
4372,3676.82,Sup. const. total,m2,7971
4372,0,Sup. del terreny,m2,7972
4373,4452,Sup. const. sobre rasant,m2,7973
4373,0,Sup. const. sota rasant,m2,7974
4373,4452,Sup. const. total,m2,7975
4373,0,Sup. del terreny,m2,7976
4374,3151.56,Sup. const. sobre rasant,m2,7977
4374,0,Sup. const. sota rasant,m2,7978
4374,3151.56,Sup. const. total,m2,7979
4374,0,Sup. del terreny,m2,7980
4375,4081,Sup. const. sobre rasant,m2,7981
4375,0,Sup. const. sota rasant,m2,7982
4375,4081,Sup. const. total,m2,7983
4375,0,Sup. del terreny,m2,7984
4376,1560.9,Sup. const. sobre rasant,m2,7985
4376,0,Sup. const. sota rasant,m2,7986
4376,1560.9,Sup. const. total,m2,7987
4376,0,Sup. del terreny,m2,7988
4377,3939.45,Sup. const. sobre rasant,m2,7989
4377,0,Sup. const. sota rasant,m2,7990
4377,3939.45,Sup. const. total,m2,7991
4377,0,Sup. del terreny,m2,7992
4379,787.89,Sup. const. sobre rasant,m2,7993
4379,0,Sup. const. sota rasant,m2,7994
4379,787.89,Sup. const. total,m2,7995
4379,0,Sup. del terreny,m2,7996
4382,262.63,Sup. const. sobre rasant,m2,7997
4382,0,Sup. const. sota rasant,m2,7998
4382,262.63,Sup. const. total,m2,7999
4382,0,Sup. del terreny,m2,8000
4383,1050.52,Sup. const. sobre rasant,m2,8001
4383,0,Sup. const. sota rasant,m2,8002
4383,1050.52,Sup. const. total,m2,8003
4383,0,Sup. del terreny,m2,8004
4384,4464.71,Sup. const. sobre rasant,m2,8005
4384,0,Sup. const. sota rasant,m2,8006
4384,4464.71,Sup. const. total,m2,8007
4384,0,Sup. del terreny,m2,8008
4385,4464.71,Sup. const. sobre rasant,m2,8009
4385,0,Sup. const. sota rasant,m2,8010
4385,4464.71,Sup. const. total,m2,8011
4385,0,Sup. del terreny,m2,8012
4386,4452,Sup. const. sobre rasant,m2,8013
4386,0,Sup. const. sota rasant,m2,8014
4386,4452,Sup. const. total,m2,8015
4386,0,Sup. del terreny,m2,8016
4387,1313.15,Sup. const. sobre rasant,m2,8017
4387,0,Sup. const. sota rasant,m2,8018
4387,1313.15,Sup. const. total,m2,8019
4387,0,Sup. del terreny,m2,8020
4388,2363.67,Sup. const. sobre rasant,m2,8021
4388,0,Sup. const. sota rasant,m2,8022
4388,2363.67,Sup. const. total,m2,8023
4388,0,Sup. del terreny,m2,8024
4389,525.26,Sup. const. sobre rasant,m2,8025
4389,0,Sup. const. sota rasant,m2,8026
4389,525.26,Sup. const. total,m2,8027
4389,0,Sup. del terreny,m2,8028
4391,1575.78,Sup. const. sobre rasant,m2,8029
4391,0,Sup. const. sota rasant,m2,8030
4391,1575.78,Sup. const. total,m2,8031
4391,0,Sup. del terreny,m2,8032
4392,787.89,Sup. const. sobre rasant,m2,8033
4392,0,Sup. const. sota rasant,m2,8034
4392,787.89,Sup. const. total,m2,8035
4392,0,Sup. del terreny,m2,8036
4393,1313.15,Sup. const. sobre rasant,m2,8037
4393,0,Sup. const. sota rasant,m2,8038
4393,1313.15,Sup. const. total,m2,8039
4393,0,Sup. del terreny,m2,8040
4394,787.89,Sup. const. sobre rasant,m2,8041
4394,0,Sup. const. sota rasant,m2,8042
4394,787.89,Sup. const. total,m2,8043
4394,0,Sup. del terreny,m2,8044
4395,1575.78,Sup. const. sobre rasant,m2,8045
4395,0,Sup. const. sota rasant,m2,8046
4395,1575.78,Sup. const. total,m2,8047
4395,0,Sup. del terreny,m2,8048
4396,3151.56,Sup. const. sobre rasant,m2,8049
4396,0,Sup. const. sota rasant,m2,8050
4396,3151.56,Sup. const. total,m2,8051
4396,0,Sup. del terreny,m2,8052
4397,3151.56,Sup. const. sobre rasant,m2,8053
4397,0,Sup. const. sota rasant,m2,8054
4397,3151.56,Sup. const. total,m2,8055
4397,0,Sup. del terreny,m2,8056
4398,1838.41,Sup. const. sobre rasant,m2,8057
4398,0,Sup. const. sota rasant,m2,8058
4398,1838.41,Sup. const. total,m2,8059
4398,0,Sup. del terreny,m2,8060
4399,5194,Sup. const. sobre rasant,m2,8061
4399,0,Sup. const. sota rasant,m2,8062
4399,5194,Sup. const. total,m2,8063
4399,0,Sup. del terreny,m2,8064
4400,5008.5,Sup. const. sobre rasant,m2,8065
4400,0,Sup. const. sota rasant,m2,8066
4400,5008.5,Sup. const. total,m2,8067
4400,0,Sup. del terreny,m2,8068
4401,3151.56,Sup. const. sobre rasant,m2,8069
4401,0,Sup. const. sota rasant,m2,8070
4401,3151.56,Sup. const. total,m2,8071
4401,0,Sup. del terreny,m2,8072
4402,1313.15,Sup. const. sobre rasant,m2,8073
4402,0,Sup. const. sota rasant,m2,8074
4402,1313.15,Sup. const. total,m2,8075
4402,0,Sup. del terreny,m2,8076
4403,787.89,Sup. const. sobre rasant,m2,8077
4403,0,Sup. const. sota rasant,m2,8078
4403,787.89,Sup. const. total,m2,8079
4403,0,Sup. del terreny,m2,8080
4405,4452,Sup. const. sobre rasant,m2,8081
4405,0,Sup. const. sota rasant,m2,8082
4405,4452,Sup. const. total,m2,8083
4405,0,Sup. del terreny,m2,8084
4406,4452,Sup. const. sobre rasant,m2,8085
4406,0,Sup. const. sota rasant,m2,8086
4406,4452,Sup. const. total,m2,8087
4406,0,Sup. del terreny,m2,8088
4407,3151.56,Sup. const. sobre rasant,m2,8089
4407,0,Sup. const. sota rasant,m2,8090
4407,3151.56,Sup. const. total,m2,8091
4407,3355,Sup. del terreny,m2,8092
4408,4081,Sup. const. sobre rasant,m2,8093
4408,0,Sup. const. sota rasant,m2,8094
4408,4081,Sup. const. total,m2,8095
4408,0,Sup. del terreny,m2,8096
4409,4452,Sup. const. sobre rasant,m2,8097
4409,0,Sup. const. sota rasant,m2,8098
4409,4452,Sup. const. total,m2,8099
4409,0,Sup. del terreny,m2,8100
4410,4452,Sup. const. sobre rasant,m2,8101
4410,0,Sup. const. sota rasant,m2,8102
4410,4452,Sup. const. total,m2,8103
4410,0,Sup. del terreny,m2,8104
4411,3151.56,Sup. const. sobre rasant,m2,8105
4411,0,Sup. const. sota rasant,m2,8106
4411,3151.56,Sup. const. total,m2,8107
4411,0,Sup. del terreny,m2,8108
4412,3895.5,Sup. const. sobre rasant,m2,8109
4412,0,Sup. const. sota rasant,m2,8110
4412,3895.5,Sup. const. total,m2,8111
4412,0,Sup. del terreny,m2,8112
4413,3524.5,Sup. const. sobre rasant,m2,8113
4413,0,Sup. const. sota rasant,m2,8114
4413,3524.5,Sup. const. total,m2,8115
4413,0,Sup. del terreny,m2,8116
4414,3151.56,Sup. const. sobre rasant,m2,8117
4414,0,Sup. const. sota rasant,m2,8118
4414,3151.56,Sup. const. total,m2,8119
4414,0,Sup. del terreny,m2,8120
4415,4202.08,Sup. const. sobre rasant,m2,8121
4415,0,Sup. const. sota rasant,m2,8122
4415,4202.08,Sup. const. total,m2,8123
4415,0,Sup. del terreny,m2,8124
4416,0,Sup. const. sobre rasant,m2,8125
4416,0,Sup. const. sota rasant,m2,8126
4416,0,Sup. const. total,m2,8127
4416,0,Sup. del terreny,m2,8128
4417,3151.56,Sup. const. sobre rasant,m2,8129
4417,0,Sup. const. sota rasant,m2,8130
4417,3151.56,Sup. const. total,m2,8131
4417,0,Sup. del terreny,m2,8132
4418,3524.5,Sup. const. sobre rasant,m2,8133
4418,0,Sup. const. sota rasant,m2,8134
4418,3524.5,Sup. const. total,m2,8135
4418,0,Sup. del terreny,m2,8136
4419,5008.5,Sup. const. sobre rasant,m2,8137
4419,0,Sup. const. sota rasant,m2,8138
4419,5008.5,Sup. const. total,m2,8139
4419,0,Sup. del terreny,m2,8140
4420,3151.56,Sup. const. sobre rasant,m2,8141
4420,0,Sup. const. sota rasant,m2,8142
4420,3151.56,Sup. const. total,m2,8143
4420,0,Sup. del terreny,m2,8144
4421,4464.71,Sup. const. sobre rasant,m2,8145
4421,0,Sup. const. sota rasant,m2,8146
4421,4464.71,Sup. const. total,m2,8147
4421,0,Sup. del terreny,m2,8148
4422,3151.56,Sup. const. sobre rasant,m2,8149
4422,0,Sup. const. sota rasant,m2,8150
4422,3151.56,Sup. const. total,m2,8151
4422,0,Sup. del terreny,m2,8152
4423,3151.56,Sup. const. sobre rasant,m2,8153
4423,0,Sup. const. sota rasant,m2,8154
4423,3151.56,Sup. const. total,m2,8155
4423,0,Sup. del terreny,m2,8156
4424,3151.56,Sup. const. sobre rasant,m2,8157
4424,0,Sup. const. sota rasant,m2,8158
4424,3151.56,Sup. const. total,m2,8159
4424,0,Sup. del terreny,m2,8160
4425,3855.45,Sup. const. sobre rasant,m2,8161
4425,0,Sup. const. sota rasant,m2,8162
4425,3855.45,Sup. const. total,m2,8163
4425,0,Sup. del terreny,m2,8164
4426,5008.5,Sup. const. sobre rasant,m2,8165
4426,0,Sup. const. sota rasant,m2,8166
4426,5008.5,Sup. const. total,m2,8167
4426,0,Sup. del terreny,m2,8168
4427,4081,Sup. const. sobre rasant,m2,8169
4427,0,Sup. const. sota rasant,m2,8170
4427,4081,Sup. const. total,m2,8171
4427,0,Sup. del terreny,m2,8172
4428,4266.5,Sup. const. sobre rasant,m2,8173
4428,0,Sup. const. sota rasant,m2,8174
4428,4266.5,Sup. const. total,m2,8175
4428,0,Sup. del terreny,m2,8176
4429,3151.56,Sup. const. sobre rasant,m2,8177
4429,0,Sup. const. sota rasant,m2,8178
4429,3151.56,Sup. const. total,m2,8179
4429,0,Sup. del terreny,m2,8180
4430,3939.45,Sup. const. sobre rasant,m2,8181
4430,0,Sup. const. sota rasant,m2,8182
4430,3939.45,Sup. const. total,m2,8183
4430,0,Sup. del terreny,m2,8184
4431,3339,Sup. const. sobre rasant,m2,8185
4431,0,Sup. const. sota rasant,m2,8186
4431,3339,Sup. const. total,m2,8187
4431,0,Sup. del terreny,m2,8188
4432,3151.56,Sup. const. sobre rasant,m2,8189
4432,0,Sup. const. sota rasant,m2,8190
4432,3151.56,Sup. const. total,m2,8191
4432,0,Sup. del terreny,m2,8192
4433,3939.45,Sup. const. sobre rasant,m2,8193
4433,0,Sup. const. sota rasant,m2,8194
4433,3939.45,Sup. const. total,m2,8195
4433,0,Sup. del terreny,m2,8196
4434,4452,Sup. const. sobre rasant,m2,8197
4434,0,Sup. const. sota rasant,m2,8198
4434,4452,Sup. const. total,m2,8199
4434,0,Sup. del terreny,m2,8200
4435,4464.71,Sup. const. sobre rasant,m2,8201
4435,0,Sup. const. sota rasant,m2,8202
4435,4464.71,Sup. const. total,m2,8203
4435,0,Sup. del terreny,m2,8204
4436,5750.5,Sup. const. sobre rasant,m2,8205
4436,0,Sup. const. sota rasant,m2,8206
4436,5750.5,Sup. const. total,m2,8207
4436,0,Sup. del terreny,m2,8208
4437,787.89,Sup. const. sobre rasant,m2,8209
4437,0,Sup. const. sota rasant,m2,8210
4437,787.89,Sup. const. total,m2,8211
4437,0,Sup. del terreny,m2,8212
4439,3151.56,Sup. const. sobre rasant,m2,8213
4439,0,Sup. const. sota rasant,m2,8214
4439,3151.56,Sup. const. total,m2,8215
4439,0,Sup. del terreny,m2,8216
4440,262.63,Sup. const. sobre rasant,m2,8217
4440,0,Sup. const. sota rasant,m2,8218
4440,262.63,Sup. const. total,m2,8219
4440,0,Sup. del terreny,m2,8220
4443,2626.31,Sup. const. sobre rasant,m2,8221
4443,0,Sup. const. sota rasant,m2,8222
4443,2626.31,Sup. const. total,m2,8223
4443,0,Sup. del terreny,m2,8224
4444,4464.71,Sup. const. sobre rasant,m2,8225
4444,0,Sup. const. sota rasant,m2,8226
4444,4464.71,Sup. const. total,m2,8227
4444,0,Sup. del terreny,m2,8228
4445,2363.67,Sup. const. sobre rasant,m2,8229
4445,0,Sup. const. sota rasant,m2,8230
4445,2363.67,Sup. const. total,m2,8231
4445,0,Sup. del terreny,m2,8232
4446,2101.04,Sup. const. sobre rasant,m2,8233
4446,0,Sup. const. sota rasant,m2,8234
4446,2101.04,Sup. const. total,m2,8235
4446,0,Sup. del terreny,m2,8236
4447,3524.5,Sup. const. sobre rasant,m2,8237
4447,0,Sup. const. sota rasant,m2,8238
4447,3524.5,Sup. const. total,m2,8239
4447,0,Sup. del terreny,m2,8240
4448,1838.41,Sup. const. sobre rasant,m2,8241
4448,0,Sup. const. sota rasant,m2,8242
4448,1838.41,Sup. const. total,m2,8243
4448,0,Sup. del terreny,m2,8244
4449,1753,Sup. const. sobre rasant,m2,8245
4449,0,Sup. const. sota rasant,m2,8246
4449,1753,Sup. const. total,m2,8247
4449,0,Sup. del terreny,m2,8248
4450,525.26,Sup. const. sobre rasant,m2,8249
4450,0,Sup. const. sota rasant,m2,8250
4450,525.26,Sup. const. total,m2,8251
4450,0,Sup. del terreny,m2,8252
4451,1838.41,Sup. const. sobre rasant,m2,8253
4451,0,Sup. const. sota rasant,m2,8254
4451,1838.41,Sup. const. total,m2,8255
4451,0,Sup. del terreny,m2,8256
4452,787.89,Sup. const. sobre rasant,m2,8257
4452,0,Sup. const. sota rasant,m2,8258
4452,787.89,Sup. const. total,m2,8259
4452,0,Sup. del terreny,m2,8260
4453,1050.52,Sup. const. sobre rasant,m2,8261
4453,0,Sup. const. sota rasant,m2,8262
4453,1050.52,Sup. const. total,m2,8263
4453,0,Sup. del terreny,m2,8264
4454,787.89,Sup. const. sobre rasant,m2,8265
4454,0,Sup. const. sota rasant,m2,8266
4454,787.89,Sup. const. total,m2,8267
4454,0,Sup. del terreny,m2,8268
4455,3151.56,Sup. const. sobre rasant,m2,8269
4455,0,Sup. const. sota rasant,m2,8270
4455,3151.56,Sup. const. total,m2,8271
4455,0,Sup. del terreny,m2,8272
4456,2363.67,Sup. const. sobre rasant,m2,8273
4456,0,Sup. const. sota rasant,m2,8274
4456,2363.67,Sup. const. total,m2,8275
4456,1425,Sup. del terreny,m2,8276
4457,3676.82,Sup. const. sobre rasant,m2,8277
4457,0,Sup. const. sota rasant,m2,8278
4457,3676.82,Sup. const. total,m2,8279
4457,0,Sup. del terreny,m2,8280
4458,787.89,Sup. const. sobre rasant,m2,8281
4458,0,Sup. const. sota rasant,m2,8282
4458,787.89,Sup. const. total,m2,8283
4458,0,Sup. del terreny,m2,8284
4459,0,Sup. const. sobre rasant,m2,8285
4459,0,Sup. const. sota rasant,m2,8286
4459,0,Sup. const. total,m2,8287
4459,0,Sup. del terreny,m2,8288
4460,4464.71,Sup. const. sobre rasant,m2,8289
4460,0,Sup. const. sota rasant,m2,8290
4460,4464.71,Sup. const. total,m2,8291
4460,0,Sup. del terreny,m2,8292
4461,787.89,Sup. const. sobre rasant,m2,8293
4461,0,Sup. const. sota rasant,m2,8294
4461,787.89,Sup. const. total,m2,8295
4461,0,Sup. del terreny,m2,8296
4462,2888.93,Sup. const. sobre rasant,m2,8297
4462,0,Sup. const. sota rasant,m2,8298
4462,2888.93,Sup. const. total,m2,8299
4462,,Sup. del terreny,m2,8300
4463,3414.19,Sup. const. sobre rasant,m2,8301
4463,0,Sup. const. sota rasant,m2,8302
4463,3414.19,Sup. const. total,m2,8303
4463,0,Sup. del terreny,m2,8304
4464,2363.67,Sup. const. sobre rasant,m2,8305
4464,0,Sup. const. sota rasant,m2,8306
4464,2363.67,Sup. const. total,m2,8307
4464,0,Sup. del terreny,m2,8308
4465,3339,Sup. const. sobre rasant,m2,8309
4465,0,Sup. const. sota rasant,m2,8310
4465,3339,Sup. const. total,m2,8311
4465,0,Sup. del terreny,m2,8312
4466,5379.5,Sup. const. sobre rasant,m2,8313
4466,0,Sup. const. sota rasant,m2,8314
4466,5379.5,Sup. const. total,m2,8315
4466,0,Sup. del terreny,m2,8316
4467,787.89,Sup. const. sobre rasant,m2,8317
4467,0,Sup. const. sota rasant,m2,8318
4467,787.89,Sup. const. total,m2,8319
4467,0,Sup. del terreny,m2,8320
4468,3676.82,Sup. const. sobre rasant,m2,8321
4468,0,Sup. const. sota rasant,m2,8322
4468,3676.82,Sup. const. total,m2,8323
4468,0,Sup. del terreny,m2,8324
4469,787.89,Sup. const. sobre rasant,m2,8325
4469,0,Sup. const. sota rasant,m2,8326
4469,787.89,Sup. const. total,m2,8327
4469,0,Sup. del terreny,m2,8328
4470,4823.01,Sup. const. sobre rasant,m2,8329
4470,0,Sup. const. sota rasant,m2,8330
4470,4823.01,Sup. const. total,m2,8331
4470,0,Sup. del terreny,m2,8332
4471,2363.67,Sup. const. sobre rasant,m2,8333
4471,0,Sup. const. sota rasant,m2,8334
4471,2363.67,Sup. const. total,m2,8335
4471,0,Sup. del terreny,m2,8336
4472,3485.68,Sup. const. sobre rasant,m2,8337
4472,0,Sup. const. sota rasant,m2,8338
4472,3485.68,Sup. const. total,m2,8339
4472,0,Sup. del terreny,m2,8340
4473,1313.15,Sup. const. sobre rasant,m2,8341
4473,0,Sup. const. sota rasant,m2,8342
4473,1313.15,Sup. const. total,m2,8343
4473,2770,Sup. del terreny,m2,8344
4475,4202.08,Sup. const. sobre rasant,m2,8345
4475,0,Sup. const. sota rasant,m2,8346
4475,4202.08,Sup. const. total,m2,8347
4475,0,Sup. del terreny,m2,8348
4476,787.89,Sup. const. sobre rasant,m2,8349
4476,0,Sup. const. sota rasant,m2,8350
4476,787.89,Sup. const. total,m2,8351
4476,0,Sup. del terreny,m2,8352
4480,262.63,Sup. const. sobre rasant,m2,8353
4480,0,Sup. const. sota rasant,m2,8354
4480,262.63,Sup. const. total,m2,8355
4480,0,Sup. del terreny,m2,8356
4481,525.26,Sup. const. sobre rasant,m2,8357
4481,0,Sup. const. sota rasant,m2,8358
4481,525.26,Sup. const. total,m2,8359
4481,0,Sup. del terreny,m2,8360
4482,4464.71,Sup. const. sobre rasant,m2,8361
4482,0,Sup. const. sota rasant,m2,8362
4482,4464.71,Sup. const. total,m2,8363
4482,0,Sup. del terreny,m2,8364
4483,4202.08,Sup. const. sobre rasant,m2,8365
4483,0,Sup. const. sota rasant,m2,8366
4483,4202.08,Sup. const. total,m2,8367
4483,0,Sup. del terreny,m2,8368
4484,3339,Sup. const. sobre rasant,m2,8369
4484,0,Sup. const. sota rasant,m2,8370
4484,3339,Sup. const. total,m2,8371
4484,0,Sup. del terreny,m2,8372
4485,3524.5,Sup. const. sobre rasant,m2,8373
4485,0,Sup. const. sota rasant,m2,8374
4485,3524.5,Sup. const. total,m2,8375
4485,0,Sup. del terreny,m2,8376
4487,2626.31,Sup. const. sobre rasant,m2,8377
4487,0,Sup. const. sota rasant,m2,8378
4487,2626.31,Sup. const. total,m2,8379
4487,0,Sup. del terreny,m2,8380
4488,3676.82,Sup. const. sobre rasant,m2,8381
4488,0,Sup. const. sota rasant,m2,8382
4488,3676.82,Sup. const. total,m2,8383
4488,0,Sup. del terreny,m2,8384
4489,264,Sup. const. sobre rasant,m2,8385
4489,0,Sup. const. sota rasant,m2,8386
4489,264,Sup. const. total,m2,8387
4489,1881,Sup. del terreny,m2,8388
4490,262.63,Sup. const. sobre rasant,m2,8389
4490,0,Sup. const. sota rasant,m2,8390
4490,262.63,Sup. const. total,m2,8391
4490,0,Sup. del terreny,m2,8392
4492,787.89,Sup. const. sobre rasant,m2,8393
4492,0,Sup. const. sota rasant,m2,8394
4492,787.89,Sup. const. total,m2,8395
4492,0,Sup. del terreny,m2,8396
4493,4266.5,Sup. const. sobre rasant,m2,8397
4493,0,Sup. const. sota rasant,m2,8398
4493,4266.5,Sup. const. total,m2,8399
4493,0,Sup. del terreny,m2,8400
4494,1313.15,Sup. const. sobre rasant,m2,8401
4494,0,Sup. const. sota rasant,m2,8402
4494,1313.15,Sup. const. total,m2,8403
4494,0,Sup. del terreny,m2,8404
4495,525.26,Sup. const. sobre rasant,m2,8405
4495,0,Sup. const. sota rasant,m2,8406
4495,525.26,Sup. const. total,m2,8407
4495,0,Sup. del terreny,m2,8408
4496,3151.56,Sup. const. sobre rasant,m2,8409
4496,0,Sup. const. sota rasant,m2,8410
4496,3151.56,Sup. const. total,m2,8411
4496,0,Sup. del terreny,m2,8412
4497,4452,Sup. const. sobre rasant,m2,8413
4497,0,Sup. const. sota rasant,m2,8414
4497,4452,Sup. const. total,m2,8415
4497,0,Sup. del terreny,m2,8416
4498,3151.56,Sup. const. sobre rasant,m2,8417
4498,0,Sup. const. sota rasant,m2,8418
4498,3151.56,Sup. const. total,m2,8419
4498,0,Sup. del terreny,m2,8420
4500,1575.78,Sup. const. sobre rasant,m2,8421
4500,0,Sup. const. sota rasant,m2,8422
4500,1575.78,Sup. const. total,m2,8423
4500,0,Sup. del terreny,m2,8424
4501,3151.56,Sup. const. sobre rasant,m2,8425
4501,0,Sup. const. sota rasant,m2,8426
4501,3151.56,Sup. const. total,m2,8427
4501,0,Sup. del terreny,m2,8428
