Num. Ens/ Num. Inventari,area_value,area_type,units,area_id
4502,1255,Sup. const. sobre rasant,m2,8429
4502,0,Sup. const. sota rasant,m2,8430
4502,1255,Sup. const. total,m2,8431
4502,0,Sup. del terreny,m2,8432
4503,3939.45,Sup. const. sobre rasant,m2,8433
4503,0,Sup. const. sota rasant,m2,8434
4503,3939.45,Sup. const. total,m2,8435
4503,0,Sup. del terreny,m2,8436
4504,4464.71,Sup. const. sobre rasant,m2,8437
4504,0,Sup. const. sota rasant,m2,8438
4504,4464.71,Sup. const. total,m2,8439
4504,0,Sup. del terreny,m2,8440
4505,3151.56,Sup. const. sobre rasant,m2,8441
4505,0,Sup. const. sota rasant,m2,8442
4505,3151.56,Sup. const. total,m2,8443
4505,0,Sup. del terreny,m2,8444
4506,4452,Sup. const. sobre rasant,m2,8445
4506,0,Sup. const. sota rasant,m2,8446
4506,4452,Sup. const. total,m2,8447
4506,0,Sup. del terreny,m2,8448
4507,4266.5,Sup. const. sobre rasant,m2,8449
4507,0,Sup. const. sota rasant,m2,8450
4507,4266.5,Sup. const. total,m2,8451
4507,0,Sup. del terreny,m2,8452
4509,1313.15,Sup. const. sobre rasant,m2,8453
4509,0,Sup. const. sota rasant,m2,8454
4509,1313.15,Sup. const. total,m2,8455
4509,0,Sup. del terreny,m2,8456
4510,525.26,Sup. const. sobre rasant,m2,8457
4510,0,Sup. const. sota rasant,m2,8458
4510,525.26,Sup. const. total,m2,8459
4510,0,Sup. del terreny,m2,8460
4511,525.26,Sup. const. sobre rasant,m2,8461
4511,0,Sup. const. sota rasant,m2,8462
4511,525.26,Sup. const. total,m2,8463
4511,0,Sup. del terreny,m2,8464
4513,3047.04,Sup. const. sobre rasant,m2,8465
4513,0,Sup. const. sota rasant,m2,8466
4513,3047.04,Sup. const. total,m2,8467
4513,0,Sup. del terreny,m2,8468
4514,525.26,Sup. const. sobre rasant,m2,8469
4514,0,Sup. const. sota rasant,m2,8470
4514,525.26,Sup. const. total,m2,8471
4514,0,Sup. del terreny,m2,8472
4517,4452,Sup. const. sobre rasant,m2,8473
4517,0,Sup. const. sota rasant,m2,8474
4517,4452,Sup. const. total,m2,8475
4517,0,Sup. del terreny,m2,8476
4518,704,Sup. const. sobre rasant,m2,8477
4518,0,Sup. const. sota rasant,m2,8478
4518,704,Sup. const. total,m2,8479
4518,630.92,Sup. del terreny,m2,8480
4519,3339,Sup. const. sobre rasant,m2,8481
4519,0,Sup. const. sota rasant,m2,8482
4519,3339,Sup. const. total,m2,8483
4519,0,Sup. del terreny,m2,8484
4520,1838.41,Sup. const. sobre rasant,m2,8485
4520,0,Sup. const. sota rasant,m2,8486
4520,1838.41,Sup. const. total,m2,8487
4520,0,Sup. del terreny,m2,8488
4521,525.26,Sup. const. sobre rasant,m2,8489
4521,0,Sup. const. sota rasant,m2,8490
4521,525.26,Sup. const. total,m2,8491
4521,0,Sup. del terreny,m2,8492
4522,5008.5,Sup. const. sobre rasant,m2,8493
4522,0,Sup. const. sota rasant,m2,8494
4522,5008.5,Sup. const. total,m2,8495
4522,0,Sup. del terreny,m2,8496
4523,6121.5,Sup. const. sobre rasant,m2,8497
4523,0,Sup. const. sota rasant,m2,8498
4523,6121.5,Sup. const. total,m2,8499
4523,0,Sup. del terreny,m2,8500
4524,525.26,Sup. const. sobre rasant,m2,8501
4524,0,Sup. const. sota rasant,m2,8502
4524,525.26,Sup. const. total,m2,8503
4524,0,Sup. del terreny,m2,8504
4525,1050.52,Sup. const. sobre rasant,m2,8505
4525,0,Sup. const. sota rasant,m2,8506
4525,1050.52,Sup. const. total,m2,8507
4525,0,Sup. del terreny,m2,8508
4526,4452,Sup. const. sobre rasant,m2,8509
4526,0,Sup. const. sota rasant,m2,8510
4526,4452,Sup. const. total,m2,8511
4526,0,Sup. del terreny,m2,8512
4527,1313.15,Sup. const. sobre rasant,m2,8513
4527,0,Sup. const. sota rasant,m2,8514
4527,1313.15,Sup. const. total,m2,8515
4527,0,Sup. del terreny,m2,8516
4528,262.63,Sup. const. sobre rasant,m2,8517
4528,0,Sup. const. sota rasant,m2,8518
4528,262.63,Sup. const. total,m2,8519
4528,0,Sup. del terreny,m2,8520
4529,3895.5,Sup. const. sobre rasant,m2,8521
4529,0,Sup. const. sota rasant,m2,8522
4529,3895.5,Sup. const. total,m2,8523
4529,0,Sup. del terreny,m2,8524
4530,4452,Sup. const. sobre rasant,m2,8525
4530,0,Sup. const. sota rasant,m2,8526
4530,4452,Sup. const. total,m2,8527
4530,0,Sup. del terreny,m2,8528
4531,3866,Sup. const. sobre rasant,m2,8529
4531,0,Sup. const. sota rasant,m2,8530
4531,3866,Sup. const. total,m2,8531
4531,13455,Sup. del terreny,m2,8532
4532,3442.51,Sup. const. sobre rasant,m2,8533
4532,0,Sup. const. sota rasant,m2,8534
4532,3442.51,Sup. const. total,m2,8535
4532,0,Sup. del terreny,m2,8536
4533,3151.56,Sup. const. sobre rasant,m2,8537
4533,0,Sup. const. sota rasant,m2,8538
4533,3151.56,Sup. const. total,m2,8539
4533,0,Sup. del terreny,m2,8540
4534,4452,Sup. const. sobre rasant,m2,8541
4534,0,Sup. const. sota rasant,m2,8542
4534,4452,Sup. const. total,m2,8543
4534,0,Sup. del terreny,m2,8544
4535,4452,Sup. const. sobre rasant,m2,8545
4535,0,Sup. const. sota rasant,m2,8546
4535,4452,Sup. const. total,m2,8547
4535,0,Sup. del terreny,m2,8548
4536,3524.5,Sup. const. sobre rasant,m2,8549
4536,0,Sup. const. sota rasant,m2,8550
4536,3524.5,Sup. const. total,m2,8551
4536,0,Sup. del terreny,m2,8552
4537,3151.56,Sup. const. sobre rasant,m2,8553
4537,0,Sup. const. sota rasant,m2,8554
4537,3151.56,Sup. const. total,m2,8555
4537,0,Sup. del terreny,m2,8556
4538,4504,Sup. const. sobre rasant,m2,8557
4538,123,Sup. const. sota rasant,m2,8558
4538,4627,Sup. const. total,m2,8559
4538,3987,Sup. del terreny,m2,8560
4539,3339,Sup. const. sobre rasant,m2,8561
4539,0,Sup. const. sota rasant,m2,8562
4539,3339,Sup. const. total,m2,8563
4539,0,Sup. del terreny,m2,8564
4541,4452,Sup. const. sobre rasant,m2,8565
4541,0,Sup. const. sota rasant,m2,8566
4541,4452,Sup. const. total,m2,8567
4541,0,Sup. del terreny,m2,8568
4542,3151.56,Sup. const. sobre rasant,m2,8569
4542,0,Sup. const. sota rasant,m2,8570
4542,3151.56,Sup. const. total,m2,8571
4542,0,Sup. del terreny,m2,8572
4543,3339,Sup. const. sobre rasant,m2,8573
4543,0,Sup. const. sota rasant,m2,8574
4543,3339,Sup. const. total,m2,8575
4543,0,Sup. del terreny,m2,8576
4544,3151.56,Sup. const. sobre rasant,m2,8577
4544,0,Sup. const. sota rasant,m2,8578
4544,3151.56,Sup. const. total,m2,8579
4544,0,Sup. del terreny,m2,8580
4545,2101.04,Sup. const. sobre rasant,m2,8581
4545,0,Sup. const. sota rasant,m2,8582
4545,2101.04,Sup. const. total,m2,8583
4545,0,Sup. del terreny,m2,8584
4546,1050.52,Sup. const. sobre rasant,m2,8585
4546,0,Sup. const. sota rasant,m2,8586
4546,1050.52,Sup. const. total,m2,8587
4546,0,Sup. del terreny,m2,8588
4547,0,Sup. const. sobre rasant,m2,8589
4547,0,Sup. const. sota rasant,m2,8590
4547,0,Sup. const. total,m2,8591
4547,0,Sup. del terreny,m2,8592
4548,3339,Sup. const. sobre rasant,m2,8593
4548,0,Sup. const. sota rasant,m2,8594
4548,3339,Sup. const. total,m2,8595
4548,0,Sup. del terreny,m2,8596
4549,1313.15,Sup. const. sobre rasant,m2,8597
4549,0,Sup. const. sota rasant,m2,8598
4549,1313.15,Sup. const. total,m2,8599
4549,0,Sup. del terreny,m2,8600
4550,3339,Sup. const. sobre rasant,m2,8601
4550,0,Sup. const. sota rasant,m2,8602
4550,3339,Sup. const. total,m2,8603
4550,0,Sup. del terreny,m2,8604
4551,2523.84,Sup. const. sobre rasant,m2,8605
4551,0,Sup. const. sota rasant,m2,8606
4551,2523.84,Sup. const. total,m2,8607
4551,0,Sup. del terreny,m2,8608
4552,4452,Sup. const. sobre rasant,m2,8609
4552,0,Sup. const. sota rasant,m2,8610
4552,4452,Sup. const. total,m2,8611
4552,0,Sup. del terreny,m2,8612
4553,4637.5,Sup. const. sobre rasant,m2,8613
4553,0,Sup. const. sota rasant,m2,8614
4553,4637.5,Sup. const. total,m2,8615
4553,0,Sup. del terreny,m2,8616
4554,4081,Sup. const. sobre rasant,m2,8617
4554,0,Sup. const. sota rasant,m2,8618
4554,4081,Sup. const. total,m2,8619
4554,0,Sup. del terreny,m2,8620
4555,4452,Sup. const. sobre rasant,m2,8621
4555,0,Sup. const. sota rasant,m2,8622
4555,4452,Sup. const. total,m2,8623
4555,0,Sup. del terreny,m2,8624
4557,4452,Sup. const. sobre rasant,m2,8625
4557,0,Sup. const. sota rasant,m2,8626
4557,4452,Sup. const. total,m2,8627
4557,0,Sup. del terreny,m2,8628
4558,4452,Sup. const. sobre rasant,m2,8629
4558,0,Sup. const. sota rasant,m2,8630
4558,4452,Sup. const. total,m2,8631
4558,0,Sup. del terreny,m2,8632
4559,3939.45,Sup. const. sobre rasant,m2,8633
4559,0,Sup. const. sota rasant,m2,8634
4559,3939.45,Sup. const. total,m2,8635
4559,0,Sup. del terreny,m2,8636
4561,3524.5,Sup. const. sobre rasant,m2,8637
4561,0,Sup. const. sota rasant,m2,8638
4561,3524.5,Sup. const. total,m2,8639
4561,0,Sup. del terreny,m2,8640
4562,4452,Sup. const. sobre rasant,m2,8641
4562,0,Sup. const. sota rasant,m2,8642
4562,4452,Sup. const. total,m2,8643
4562,0,Sup. del terreny,m2,8644
4563,3151.56,Sup. const. sobre rasant,m2,8645
4563,0,Sup. const. sota rasant,m2,8646
4563,3151.56,Sup. const. total,m2,8647
4563,0,Sup. del terreny,m2,8648
4564,1838.41,Sup. const. sobre rasant,m2,8649
4564,0,Sup. const. sota rasant,m2,8650
4564,1838.41,Sup. const. total,m2,8651
4564,0,Sup. del terreny,m2,8652
4565,1313.15,Sup. const. sobre rasant,m2,8653
4565,0,Sup. const. sota rasant,m2,8654
4565,1313.15,Sup. const. total,m2,8655
4565,0,Sup. del terreny,m2,8656
4566,787.89,Sup. const. sobre rasant,m2,8657
4566,0,Sup. const. sota rasant,m2,8658
4566,787.89,Sup. const. total,m2,8659
4566,0,Sup. del terreny,m2,8660
4567,2883,Sup. const. sobre rasant,m2,8661
4567,0,Sup. const. sota rasant,m2,8662
4567,2883,Sup. const. total,m2,8663
4567,0,Sup. del terreny,m2,8664
4568,3339,Sup. const. sobre rasant,m2,8665
4568,0,Sup. const. sota rasant,m2,8666
4568,3339,Sup. const. total,m2,8667
4568,0,Sup. del terreny,m2,8668
4569,0,Sup. const. sobre rasant,m2,8669
4569,0,Sup. const. sota rasant,m2,8670
4569,0,Sup. const. total,m2,8671
4569,12222,Sup. del terreny,m2,8672
4570,1154,Sup. const. sobre rasant,m2,8673
4570,0,Sup. const. sota rasant,m2,8674
4570,1154,Sup. const. total,m2,8675
4570,2281,Sup. del terreny,m2,8676
4571,3414.19,Sup. const. sobre rasant,m2,8677
4571,0,Sup. const. sota rasant,m2,8678
4571,3414.19,Sup. const. total,m2,8679
4571,0,Sup. del terreny,m2,8680
4572,3151.56,Sup. const. sobre rasant,m2,8681
4572,0,Sup. const. sota rasant,m2,8682
4572,3151.56,Sup. const. total,m2,8683
4572,0,Sup. del terreny,m2,8684
4573,3151.56,Sup. const. sobre rasant,m2,8685
4573,0,Sup. const. sota rasant,m2,8686
4573,3151.56,Sup. const. total,m2,8687
4573,0,Sup. del terreny,m2,8688
4574,3151.56,Sup. const. sobre rasant,m2,8689
4574,0,Sup. const. sota rasant,m2,8690
4574,3151.56,Sup. const. total,m2,8691
4574,0,Sup. del terreny,m2,8692
4575,450,Sup. const. sobre rasant,m2,8693
4575,0,Sup. const. sota rasant,m2,8694
4575,450,Sup. const. total,m2,8695
4575,0,Sup. del terreny,m2,8696
4576,4464.71,Sup. const. sobre rasant,m2,8697
4576,0,Sup. const. sota rasant,m2,8698
4576,4464.71,Sup. const. total,m2,8699
4576,0,Sup. del terreny,m2,8700
4578,4452,Sup. const. sobre rasant,m2,8701
4578,0,Sup. const. sota rasant,m2,8702
4578,4452,Sup. const. total,m2,8703
4578,0,Sup. del terreny,m2,8704
4579,4452,Sup. const. sobre rasant,m2,8705
4579,0,Sup. const. sota rasant,m2,8706
4579,4452,Sup. const. total,m2,8707
4579,0,Sup. del terreny,m2,8708
4580,4266.5,Sup. const. sobre rasant,m2,8709
4580,0,Sup. const. sota rasant,m2,8710
4580,4266.5,Sup. const. total,m2,8711
4580,0,Sup. del terreny,m2,8712
4581,4452,Sup. const. sobre rasant,m2,8713
4581,0,Sup. const. sota rasant,m2,8714
4581,4452,Sup. const. total,m2,8715
4581,0,Sup. del terreny,m2,8716
4582,1838.41,Sup. const. sobre rasant,m2,8717
4582,0,Sup. const. sota rasant,m2,8718
4582,1838.41,Sup. const. total,m2,8719
4582,0,Sup. del terreny,m2,8720
4583,3339,Sup. const. sobre rasant,m2,8721
4583,0,Sup. const. sota rasant,m2,8722
4583,3339,Sup. const. total,m2,8723
4583,0,Sup. del terreny,m2,8724
4585,1313.15,Sup. const. sobre rasant,m2,8725
4585,0,Sup. const. sota rasant,m2,8726
4585,1313.15,Sup. const. total,m2,8727
4585,0,Sup. del terreny,m2,8728
4586,905,Sup. const. sobre rasant,m2,8729
4586,0,Sup. const. sota rasant,m2,8730
4586,905,Sup. const. total,m2,8731
4586,3300,Sup. del terreny,m2,8732
4587,2626.31,Sup. const. sobre rasant,m2,8733
4587,0,Sup. const. sota rasant,m2,8734
4587,2626.31,Sup. const. total,m2,8735
4587,0,Sup. del terreny,m2,8736
4588,6208.79,Sup. const. sobre rasant,m2,8737
4588,0,Sup. const. sota rasant,m2,8738
4588,6208.79,Sup. const. total,m2,8739
4588,0,Sup. del terreny,m2,8740
4589,5248.85,Sup. const. sobre rasant,m2,8741
4589,0,Sup. const. sota rasant,m2,8742
4589,5248.85,Sup. const. total,m2,8743
4589,0,Sup. del terreny,m2,8744
4590,1575.78,Sup. const. sobre rasant,m2,8745
4590,0,Sup. const. sota rasant,m2,8746
4590,1575.78,Sup. const. total,m2,8747
4590,0,Sup. del terreny,m2,8748
4591,4452,Sup. const. sobre rasant,m2,8749
4591,0,Sup. const. sota rasant,m2,8750
4591,4452,Sup. const. total,m2,8751
4591,0,Sup. del terreny,m2,8752
4593,4266.5,Sup. const. sobre rasant,m2,8753
4593,0,Sup. const. sota rasant,m2,8754
4593,4266.5,Sup. const. total,m2,8755
4593,0,Sup. del terreny,m2,8756
4594,3151.56,Sup. const. sobre rasant,m2,8757
4594,0,Sup. const. sota rasant,m2,8758
4594,3151.56,Sup. const. total,m2,8759
4594,0,Sup. del terreny,m2,8760
4595,3414.19,Sup. const. sobre rasant,m2,8761
4595,0,Sup. const. sota rasant,m2,8762
4595,3414.19,Sup. const. total,m2,8763
4595,0,Sup. del terreny,m2,8764
4596,1528,Sup. const. sobre rasant,m2,8765
4596,0,Sup. const. sota rasant,m2,8766
4596,1528,Sup. const. total,m2,8767
4596,13823.3,Sup. del terreny,m2,8768
4597,787.89,Sup. const. sobre rasant,m2,8769
4597,0,Sup. const. sota rasant,m2,8770
4597,787.89,Sup. const. total,m2,8771
4597,0,Sup. del terreny,m2,8772
4598,787.89,Sup. const. sobre rasant,m2,8773
4598,0,Sup. const. sota rasant,m2,8774
4598,787.89,Sup. const. total,m2,8775
4598,0,Sup. del terreny,m2,8776
4599,1313.15,Sup. const. sobre rasant,m2,8777
4599,0,Sup. const. sota rasant,m2,8778
4599,1313.15,Sup. const. total,m2,8779
4599,0,Sup. del terreny,m2,8780
4600,1050.52,Sup. const. sobre rasant,m2,8781
4600,0,Sup. const. sota rasant,m2,8782
4600,1050.52,Sup. const. total,m2,8783
4600,0,Sup. del terreny,m2,8784
4601,787.89,Sup. const. sobre rasant,m2,8785
4601,0,Sup. const. sota rasant,m2,8786
4601,787.89,Sup. const. total,m2,8787
4601,0,Sup. del terreny,m2,8788
4602,787.89,Sup. const. sobre rasant,m2,8789
4602,0,Sup. const. sota rasant,m2,8790
4602,787.89,Sup. const. total,m2,8791
4602,0,Sup. del terreny,m2,8792
4603,4452,Sup. const. sobre rasant,m2,8793
4603,0,Sup. const. sota rasant,m2,8794
4603,4452,Sup. const. total,m2,8795
4603,0,Sup. del terreny,m2,8796
4604,1313.15,Sup. const. sobre rasant,m2,8797
4604,0,Sup. const. sota rasant,m2,8798
4604,1313.15,Sup. const. total,m2,8799
4604,0,Sup. del terreny,m2,8800
4605,3710,Sup. const. sobre rasant,m2,8801
4605,0,Sup. const. sota rasant,m2,8802
4605,3710,Sup. const. total,m2,8803
4605,0,Sup. del terreny,m2,8804
4606,4637.5,Sup. const. sobre rasant,m2,8805
4606,0,Sup. const. sota rasant,m2,8806
4606,4637.5,Sup. const. total,m2,8807
4606,0,Sup. del terreny,m2,8808
4607,1313.15,Sup. const. sobre rasant,m2,8809
4607,0,Sup. const. sota rasant,m2,8810
4607,1313.15,Sup. const. total,m2,8811
4607,0,Sup. del terreny,m2,8812
4608,4452,Sup. const. sobre rasant,m2,8813
4608,0,Sup. const. sota rasant,m2,8814
4608,4452,Sup. const. total,m2,8815
4608,0,Sup. del terreny,m2,8816
4609,3151.56,Sup. const. sobre rasant,m2,8817
4609,0,Sup. const. sota rasant,m2,8818
4609,3151.56,Sup. const. total,m2,8819
4609,0,Sup. del terreny,m2,8820
4610,787.89,Sup. const. sobre rasant,m2,8821
4610,0,Sup. const. sota rasant,m2,8822
4610,787.89,Sup. const. total,m2,8823
4610,0,Sup. del terreny,m2,8824
4611,3895.5,Sup. const. sobre rasant,m2,8825
4611,0,Sup. const. sota rasant,m2,8826
4611,3895.5,Sup. const. total,m2,8827
4611,0,Sup. del terreny,m2,8828
4612,5174,Sup. const. sobre rasant,m2,8829
4612,0,Sup. const. sota rasant,m2,8830
4612,5174,Sup. const. total,m2,8831
4612,0,Sup. del terreny,m2,8832
4613,262.63,Sup. const. sobre rasant,m2,8833
4613,0,Sup. const. sota rasant,m2,8834
4613,262.63,Sup. const. total,m2,8835
4613,0,Sup. del terreny,m2,8836
4614,787.89,Sup. const. sobre rasant,m2,8837
4614,0,Sup. const. sota rasant,m2,8838
4614,787.89,Sup. const. total,m2,8839
4614,0,Sup. del terreny,m2,8840
4615,1313.15,Sup. const. sobre rasant,m2,8841
4615,0,Sup. const. sota rasant,m2,8842
4615,1313.15,Sup. const. total,m2,8843
4615,0,Sup. del terreny,m2,8844
4617,4081,Sup. const. sobre rasant,m2,8845
4617,0,Sup. const. sota rasant,m2,8846
4617,4081,Sup. const. total,m2,8847
4617,0,Sup. del terreny,m2,8848
4619,5174,Sup. const. sobre rasant,m2,8849
4619,0,Sup. const. sota rasant,m2,8850
4619,5174,Sup. const. total,m2,8851
4619,0,Sup. del terreny,m2,8852
4620,3669.91,Sup. const. sobre rasant,m2,8853
4620,0,Sup. const. sota rasant,m2,8854
4620,3669.91,Sup. const. total,m2,8855
4620,0,Sup. del terreny,m2,8856
4621,787.89,Sup. const. sobre rasant,m2,8857
4621,0,Sup. const. sota rasant,m2,8858
4621,787.89,Sup. const. total,m2,8859
4621,0,Sup. del terreny,m2,8860
4622,787.89,Sup. const. sobre rasant,m2,8861
4622,0,Sup. const. sota rasant,m2,8862
4622,787.89,Sup. const. total,m2,8863
4622,0,Sup. del terreny,m2,8864
4624,525.26,Sup. const. sobre rasant,m2,8865
4624,0,Sup. const. sota rasant,m2,8866
4624,525.26,Sup. const. total,m2,8867
4624,0,Sup. del terreny,m2,8868
4625,2626.31,Sup. const. sobre rasant,m2,8869
4625,0,Sup. const. sota rasant,m2,8870
4625,2626.31,Sup. const. total,m2,8871
4625,0,Sup. del terreny,m2,8872
4626,2888.93,Sup. const. sobre rasant,m2,8873
4626,0,Sup. const. sota rasant,m2,8874
4626,2888.93,Sup. const. total,m2,8875
4626,0,Sup. del terreny,m2,8876
4627,2101.04,Sup. const. sobre rasant,m2,8877
4627,0,Sup. const. sota rasant,m2,8878
4627,2101.04,Sup. const. total,m2,8879
4627,0,Sup. del terreny,m2,8880
4628,4961,Sup. const. sobre rasant,m2,8881
4628,0,Sup. const. sota rasant,m2,8882
4628,4961,Sup. const. total,m2,8883
4628,0,Sup. del terreny,m2,8884
4629,2101.04,Sup. const. sobre rasant,m2,8885
4629,0,Sup. const. sota rasant,m2,8886
4629,2101.04,Sup. const. total,m2,8887
4629,0,Sup. del terreny,m2,8888
4630,4081,Sup. const. sobre rasant,m2,8889
4630,0,Sup. const. sota rasant,m2,8890
4630,4081,Sup. const. total,m2,8891
4630,0,Sup. del terreny,m2,8892
4631,3339,Sup. const. sobre rasant,m2,8893
4631,0,Sup. const. sota rasant,m2,8894
4631,3339,Sup. const. total,m2,8895
4631,0,Sup. del terreny,m2,8896
4632,4266.5,Sup. const. sobre rasant,m2,8897
4632,0,Sup. const. sota rasant,m2,8898
4632,4266.5,Sup. const. total,m2,8899
4632,0,Sup. del terreny,m2,8900
4633,3710,Sup. const. sobre rasant,m2,8901
4633,0,Sup. const. sota rasant,m2,8902
4633,3710,Sup. const. total,m2,8903
4633,0,Sup. del terreny,m2,8904
4634,1050.52,Sup. const. sobre rasant,m2,8905
4634,0,Sup. const. sota rasant,m2,8906
4634,1050.52,Sup. const. total,m2,8907
4634,0,Sup. del terreny,m2,8908
4635,787.89,Sup. const. sobre rasant,m2,8909
4635,0,Sup. const. sota rasant,m2,8910
4635,787.89,Sup. const. total,m2,8911
4635,2280,Sup. del terreny,m2,8912
4636,1838.41,Sup. const. sobre rasant,m2,8913
4636,0,Sup. const. sota rasant,m2,8914
4636,1838.41,Sup. const. total,m2,8915
4636,0,Sup. del terreny,m2,8916
4638,787.89,Sup. const. sobre rasant,m2,8917
4638,0,Sup. const. sota rasant,m2,8918
4638,787.89,Sup. const. total,m2,8919
4638,0,Sup. del terreny,m2,8920
4639,1575.78,Sup. const. sobre rasant,m2,8921
4639,0,Sup. const. sota rasant,m2,8922
4639,1575.78,Sup. const. total,m2,8923
4639,0,Sup. del terreny,m2,8924
4640,787.89,Sup. const. sobre rasant,m2,8925
4640,0,Sup. const. sota rasant,m2,8926
4640,787.89,Sup. const. total,m2,8927
4640,0,Sup. del terreny,m2,8928
4641,787.89,Sup. const. sobre rasant,m2,8929
4641,0,Sup. const. sota rasant,m2,8930
4641,787.89,Sup. const. total,m2,8931
4641,0,Sup. del terreny,m2,8932
4642,787.89,Sup. const. sobre rasant,m2,8933
4642,0,Sup. const. sota rasant,m2,8934
4642,787.89,Sup. const. total,m2,8935
4642,0,Sup. del terreny,m2,8936
4643,1575.78,Sup. const. sobre rasant,m2,8937
4643,0,Sup. const. sota rasant,m2,8938
4643,1575.78,Sup. const. total,m2,8939
4643,0,Sup. del terreny,m2,8940
4644,3895.5,Sup. const. sobre rasant,m2,8941
4644,0,Sup. const. sota rasant,m2,8942
4644,3895.5,Sup. const. total,m2,8943
4644,0,Sup. del terreny,m2,8944
4645,4823.01,Sup. const. sobre rasant,m2,8945
4645,0,Sup. const. sota rasant,m2,8946
4645,4823.01,Sup. const. total,m2,8947
4645,0,Sup. del terreny,m2,8948
4646,5008.5,Sup. const. sobre rasant,m2,8949
4646,0,Sup. const. sota rasant,m2,8950
4646,5008.5,Sup. const. total,m2,8951
4646,0,Sup. del terreny,m2,8952
4647,3895.5,Sup. const. sobre rasant,m2,8953
4647,0,Sup. const. sota rasant,m2,8954
4647,3895.5,Sup. const. total,m2,8955
4647,472,Sup. del terreny,m2,8956
4648,3524.5,Sup. const. sobre rasant,m2,8957
4648,0,Sup. const. sota rasant,m2,8958
4648,3524.5,Sup. const. total,m2,8959
4648,0,Sup. del terreny,m2,8960
4649,3151.56,Sup. const. sobre rasant,m2,8961
4649,0,Sup. const. sota rasant,m2,8962
4649,3151.56,Sup. const. total,m2,8963
4649,0,Sup. del terreny,m2,8964
4650,2626.31,Sup. const. sobre rasant,m2,8965
4650,0,Sup. const. sota rasant,m2,8966
4650,2626.31,Sup. const. total,m2,8967
4650,0,Sup. del terreny,m2,8968
4651,4464.71,Sup. const. sobre rasant,m2,8969
4651,0,Sup. const. sota rasant,m2,8970
4651,4464.71,Sup. const. total,m2,8971
4651,0,Sup. del terreny,m2,8972
4652,3151.56,Sup. const. sobre rasant,m2,8973
4652,0,Sup. const. sota rasant,m2,8974
4652,3151.56,Sup. const. total,m2,8975
4652,0,Sup. del terreny,m2,8976
4653,3524.5,Sup. const. sobre rasant,m2,8977
4653,0,Sup. const. sota rasant,m2,8978
4653,3524.5,Sup. const. total,m2,8979
4653,0,Sup. del terreny,m2,8980
4654,3339,Sup. const. sobre rasant,m2,8981
4654,0,Sup. const. sota rasant,m2,8982
